NAME	Neuron	Endothelial	Astrocyte	Microglia	Oligodendrocyte
Sat2	1	1	80.4950556722614	1	1
Satb1	107.050168540044	1	1	1	1
Sav1	1	65.4388712711274	1	1	1
Sbf1	1	1	1	1	55.7373051552525
Sbf2	25.5938791978464	1	1	139.224075826218	1
Sc4mol	145.718603619922	173.186736282808	3133.28091364985	1	300.478374872393
Scamp2	1	1	153.758871828432	662.284150985321	157.744673391362
Scara3	1	1	139.385574280174	1	1
Scg2	1286.86031670693	1	1	1	1
Scg3	148.492901929805	1	1244.36998974298	1	119.012254017494
Scn1a	413.177620858454	1	1	1	1
Scn2a1	540.420459514961	1	1	1	1
Scn2b	1671.90622279159	138.266607023468	1	1	103.258909221421
Scn8a	247.240301691327	1	1	1	1
Scrg1	1	1	113.075068345002	1	208.662951129018
Sdc4	1	267.704651134068	3453.61706974128	1	1
Sdpr	1	233.691364358548	1	1	1
Sec14l1	57.096742615766	1	1	115.806514788716	1
Sec23a	179.33705376786	1	1	1	170.358948726448
Sec23b	109.978427516466	1	1	1	193.22429769276
Sec63	46.7626187937482	150.672443278296	1	1	1
Selenbp1	1	1	174.727954761395	1	1
Selplg	1	1	1	1729.31366318197	1
Sema3a	145.994646587814	1	1	1	1
Sema3c	1	191.058512092142	1	1	1
Sema3d	1	1	1	1	192.368081501963
Sema4a	1	1	51.457160842546	1	1
Sema4b	12.02782037308	1	205.82697466529	24.8232687193641	1
Sema4d	1	1	1	307.084508166987	174.222105539006
Sema5b	1	1	1	1	51.8255662657663
Sema6a	26.8191610752678	76.6519827592177	1	1	343.816729676725
Sema6d	22.3086912755173	1	324.289402185068	1	97.9855306010432
Senp3	23.3032958240216	1	129.716604070803	1	1
Sept11	532.307478021398	1985.95599408977	512.823222979188	1	1
Sept3	194.837635785158	1	1	1	49.3950690777532
Sept4	97.5638993524805	404.616256502417	119.121679569807	1	2665.04910451313
Sept6	115.51992574874	1	1	1	1
Serinc5	1	1	1	1	262.491321414752
Serp1	1	1	1	174.866646311527	1
Serpinb1a	1	1	1	1	201.800275896364
Serpind1	1	1	1	1	110.248394315713
Serping1	1	496.021617788708	1	1	1
Serpinh1	1	113.122464815761	1	1	1
Serpini1	1554.43879111595	140.557146427322	1	1	1
Sez6l2	114.704648163393	1	1	1	266.247685530876
Sfmbt1	34.1877733129275	1	1	213.85504765724	1
Sft2d2	1	1	1	391.919683599349	1
Sfxn1	61.9765961238942	1	110.158432850562	1	1
Sfxn5	77.9661887688329	1	1012.40453941955	1	63.132883866392
Sgcb	53.8860174906413	1	1	1	147.011240107859
Sgk1	160.291061517489	287.489884776843	1	4580.37602236612	1562.40243076905
Sgk2	1	1	1	1	102.041937170768
Sgms1	23.6975024414175	1519.36906602403	50.7538481913623	1	1
Sgms2	1	103.916662948727	1	1	1
Sgpl1	1	1	1	200.152700590979	1
Sgpp2	1	115.400603497256	1	1	1
Sgsm3	103.640032084743	1	1	1	1
Sh3bp4	1	1	1	1	86.4742657252275
Sh3gl1	1	1	1	108.265138647313	1
Sh3gl2	249.07501623524	1	1	1	53.2946842141618
Sh3glb2	81.9663203588408	1	1	1	1
Sh3kbp1	1	1	1	44.0193793181334	87.4338330039655
Shc4	1	1	1	1	84.394542098209
She	1	69.8439085550853	1	1	1
Shroom2	128.197182743784	1	1	1	338.585744414287
Siae	35.7628564479549	1	112.119264851949	1	1
Siglech	1	1	1	1674.18482129367	1
Sik1	1	62.0886684683444	1	1	1
Sipa1l1	88.577211893425	1	1	1	1
Sirpa	141.442014407491	1	233.713959536914	1482.295513049	1
Sirt7	1	1	47.7613060622046	1	1
Skiv2l2	124.77677978167	1	1	1	146.522877432093
Sla	1	1	1	309.865293358399	1
Slain1	1	1	1	1	146.937209460041
Slamf9	1	1	1	70.2990021858747	1
Slc11a1	1	1	1	140.896571681787	1
Slc12a5	88.1495467782139	1	1	1	1
Slc13a5	1	1	42.8047290309168	1	1
Slc14a1	1	1	108.328730116183	1	1
Slc15a2	1	1	332.444756509661	1	1
Slc16a1	1	456.74286643563	54.279091709852	1	58.3753812272441
Slc16a2	1	61.5765140838321	1	1	1
Slc16a4	1	550.367116121364	1	1	1
Slc18a2	87.3901842713103	1	1	1	98.2399443213652
Slc19a3	1	253.466516098112	1	1	1
Slc1a2	666.635819978901	221.001034425474	12824.1447023355	1	351.719811784775
Slc1a3	1	629.714299000072	10200.3701659378	348.572430342879	373.05576926617
Slc1a4	29.0197954966051	1	195.524572006422	1	1
Slc20a2	1	1	132.396930541239	1	69.2405803602438
Slc22a8	1	1737.85451651471	1	1	1
Slc23a2	119.029492396144	1	1	1	1
Slc24a2	621.835304251776	1	1	1	274.793469892197
Slc25a18	1	1	277.042893548167	1	1
Slc25a22	72.943859332911	1	1	1	1
Slc25a37	22.7345626242863	1	1	270.612994281441	1
Slc25a39	1	68.627905061461	1	1	1
Slc25a45	1	1	1	196.715582635953	1
Slc26a6	1	1	83.8235518089762	1	1
Slc27a1	1	1	383.934129108125	1	62.2638003582168
Slc29a3	1	1	1	438.763238693384	60.3258062829997
Slc2a1	1	920.113637534654	103.759995580026	1	44.446032646072
Slc2a13	157.789588377692	1	1	1	1
Slc2a3	165.329087492344	1	1	1	1
Slc2a5	1	1	1	505.416743548116	1
Slc30a1	1	132.969395793697	1	1	1
Slc30a10	1	1	98.1382460038087	1	1
Slc30a7	1	161.329972112645	100.031455027508	1	1
Slc31a1	43.8240066503707	405.112824935456	95.6817617852059	1	1
Slc35a2	1	1	30.3184403842624	1	153.154356060386
Slc35b2	1	1	1	68.5057910926845	182.144855356909
Slc35d1	1	1	117.904671511595	1	59.1132109114404
Slc38a1	216.847269560401	1	1	1	1
Slc38a3	1	180.952359008105	609.389754991951	1	1
Slc38a5	1	714.366456763405	1	1	1
Slc39a12	1	1	954.96621929474	1	1
Slc40a1	1	1500.39265594561	1	347.601422945498	1
Slc41a1	1	1	87.7774076462583	1	1
Slc44a1	1	1	1	1	240.418631771294
Slc46a3	1	198.775511386145	1	7.88308654307562	1
Slc48a1	32.3048968657172	1	135.766670528812	1	333.748716572078
Slc4a10	447.901035458521	1	1	1	72.572858825839
Slc4a4	26.9678577298759	1	719.714201647702	1	1
Slc52a3	1	120.742001746909	1	1	1
Slc6a1	1461.06888750831	1	3419.36870323341	1	818.733291200681
Slc6a11	1	1	81.8111446016682	1	1
Slc6a13	1	971.637364090084	1	1	1
Slc6a15	98.2929321497191	1	1	1	1
Slc6a17	107.190327523402	1	1	1	1
Slc6a20a	1	301.670011704196	1	1	1
Slc6a6	44.9199719842702	929.98050107145	1	42.0640543213775	91.0818381953787
Slc6a9	1	1	1	1	132.239446258522
Slc7a1	23.5260765140551	87.2780153471888	1	1	1
Slc7a10	1	1	173.570543834846	1	1
Slc7a11	17.0039755364249	642.627098649595	631.957570966063	1	1
Slc7a2	1	56.1650307073851	102.428760453573	1	1
Slc7a4	154.193629512541	1	1	1	1
Slc7a5	19.3034109669787	145.198550201926	1	1	1
Slc7a8	55.4398493018938	1	1	211.590667046304	1
Slc8a1	289.57998286976	1	1	1	1
Slc9a3r1	1	65.5529572352998	167.63372203542	1	1
Slc9a3r2	1	311.857972444302	1	1	1
Slc9a9	1	1	1	283.682575340725	106.038067977297
Slco1a4	1	3793.91499282694	1	1	1
Slco1b2	1	1	68.2041836754453	1	1
Slco1c1	1	1578.39152599468	3260.07693138222	1	1
Slco2b1	1	172.704630179867	1	587.75815162302	1
Slitrk2	164.21648141775	1	637.780459872842	1	416.498940247399
Slitrk4	106.243355415041	1	1	1	1
Slmo1	51.6542354744421	1	95.2010987457345	1	1
Smad5	1	1	70.5746244244549	1	1
Smap1	66.278514361173	1	1	1	98.2078228026919
Smap2	64.0055359524876	1	1	124.377031352499	1
Smc2	1	73.1813301150371	1	1	1
Smox	1	49.3894487055021	159.713465598328	1	1
Smpd2	1	1	180.298268843407	1	64.2034018519728
Smpdl3a	1	157.812719642167	332.040585365541	1	1
Sms	111.095592686381	1	1	1	1
Snap25	12574.7465710462	1	15.5714702077958	1	80.6500619093307
Snap91	179.175289162183	1	1	1	1
Snca	569.257646243409	1	1	1	1
Sncb	97.7190240932869	1	1	1	1
Snhg11	6380.01505141688	118.486695227544	73.8041519432319	18.9454485641081	158.228514555992
Snn	19.8269431668693	1	1	130.02911338132	1
Snrk	48.0740325074821	134.082696960488	1	1	1
Snrpn	3955.98706611028	142.622031407344	110.478713542457	1	357.842627981203
Snurf	152.960958587655	1	1	1	12.2520907220955
Snx29	1	1	1	161.886337288362	1
Socs5	81.1237219081459	1	1	1	1
Sorbs2	122.974025657893	389.524542970051	1	1	1
Sos2	1	1	1	1	58.2237819500038
Sox10	1	1	1	1	112.29174689087
Sox2	1	1	36.0247166766189	1	1
Sox21	1	1	36.6525671063994	1	1
Sox2ot	52.4358904669967	1	13.0553707093832	1	370.145168899319
Sox6	1	1	1	1	119.879115651359
Sox8	1	1	1	1	56.6522525072724
Sox9	1	40.8124569328868	1179.94474593732	1	1
Sp100	1	334.767431060991	1	1	1
Sparc	1	3303.51247596927	140.365053911789	5714.46779639145	1
Spata13	1	1	1	125.666403462445	1
Spc25	1	112.334676161433	1	1	1
Speer7.ps1	1	1	1	1	51.6756206079577
Spg20	1	21.3009480084183	1	1	215.112918742526
Spg21	1	1	1	160.917800959056	1
Sphkap	95.7483245475401	1	1	1	1
Spint1	1	1	1	68.6405392757488	1
Spnb2	726.069256402471	6435.04895664629	472.379282830723	1	221.093573693463
Spock2	35.1306461018465	111.499239636941	1	1	1
Spock3	276.654176614939	1	1	1	129.110561852856
Spon1	57.1159886041731	1	1	1	201.24853844376
Spp1	1	946.12448953139	1	1	1
Spry1	1	1	1	1	45.038871443847
Spryd3	74.5893520396308	1	1	1	1
Spsb3	73.119436346844	1	1	1	1
Sqle	37.6124633654502	1	338.939004878796	1	1
Sqrdl	1	1	1	130.536176765224	1
Srd5a1	1	1	1	1	132.182091825209
Srebf1	1	1	1	1	45.5958031072773
Srgap1	1	1	1	1	93.6661749636081
Srgap2	51.9520334510454	115.259755401229	1	659.661358915217	1
Srgn	1	924.99235473033	1	74.0919567401713	1
Srsf1	73.9673863541123	1	134.067189768391	1	1
Srxn1	80.1916048804727	1	1	1	1
Ssh3	1	1	1	1	46.6015601860485
Sst	1050.1265356618	1	1	1	1
St18	1	1	1	1	134.515847095885
St3gal4	1	1	153.405185670157	1	1
St3gal6	1	126.356762257216	1	298.089012327125	1
St6galnac2	1	166.536659212742	1	1	1
St6galnac4	1	1	1	100.111724564779	1
St8sia3	269.018263729912	1	1	1	131.960678181484
St8sia4	1	159.515049615962	1	1	1
Stab1	1	1	1	576.257294910154	1
Stard13	1	87.2387859837049	1	1	1
Stard3	28.8767942050482	1	1	1	119.320343544017
Stard8	1	139.779033237517	1	1	1
Stat2	1	1	1	44.9699759598045	1
Stat6	1	1	1	285.450095086287	1
Stau2	99.9714279974338	1	1	1	1
Steap3	1	1	94.3210650691357	1	1
Stk10	1	1	1	59.0875468490396	1
Stk17b	1	1	68.5909648269527	1	1
Stk3	1	67.0991989293211	1	1	1
Stk38	1	150.161648553795	1	1	1
Stmn2	700.241732118039	1	1	1	1
Stmn3	652.243228308246	1	1	1	87.0937262876127
Stmn4	80.7321388603396	1	1	1	229.13753370095
Stom	1	101.642910898946	1	1	1
Stx1a	304.193443647236	1	1	1	1
Stxbp1	604.985433524513	1	1	1	1
Stxbp5l	128.670158560282	1	1	1	1
Suclg2	1	1	1	122.834993888646	1
Sulf2	47.5332192042308	1	1	1	230.39239466574
Sult1a1	1	85.9635514386749	1	1	1
Sult4a1	329.388167615707	1	1	1	1
Sumf1	1	139.71510886875	1	1	1
Susd3	1	1	1	879.951225311473	1
Sv2a	270.804318373018	1	1	1	132.331002821457
Sv2b	259.380340107067	1	1	1	1
Svip	62.9978429704906	1	1	1	140.874513916642
Swap70	1	86.8174143330007	139.533994990803	1	1
Sybu	62.6201159786076	1	316.150938805378	1	1
Sycp2	1	1	128.897134088336	1	1
Syk	1	1	1	269.413487500353	1
Syn2	218.722887355668	1	1	1	1
Syne2	1	193.679082685266	1	1	1
Syngr2	1	76.9843182027242	1	464.226280938838	85.5815873549346
Syngr3	390.093624718255	1	1	1	1
Synpr	1060.08992276347	1	1	1	104.403844405769
Syp	433.769322202164	1	1	1	1
Syt1	1306.39668671584	1	1	1	1
Syt13	91.8728121429481	1	1	1	1
Syt4	601.553468358907	1	1	1	1
Syt5	147.230392241031	1	1	1	1
Tada1	131.673773730956	1	1	1	352.444630815814
Taf12	39.1286255344894	1	1	1	144.056591456174
Tagap	1	1	1	595.729115921242	1
Tagap1	229.742145426846	1	1	237.959288235178	1
Tagln2	1	374.512576205817	1	1	1
Tapbp	1	175.076051205948	1	204.782273958201	1
Tars2	47.8417926308745	1	1	1	122.531612826026
Tbc1d19	51.0060810364873	1	372.576263841579	1	130.427709455308
Tbc1d4	1	123.840060168618	1	1	1
Tbccd1	1	1	1	1	73.0326520277818
Tbx18	1	181.069486724222	1	1	1
Tbx3	1	130.826682882098	1	1	1
Tbxas1	1	1	1	469.42922843826	1
Tceal1	101.30682084683	1	1	1	1
Tcirg1	1	1	1	126.799123527775	1
Tcof1	1	1	1	75.2324581309382	1
Tdrd3	38.6549640691413	1	1	1	85.2937911211417
Tec	1	1	1	161.568436531255	1
Tef	60.9188252124046	1	152.704957675059	1	1
Tek	1	1485.85771705985	1	1	1
Tenc1	1	67.1003194389189	1	1	1
Tep1	1	1	1	100.735435445177	1
Tet1	1	1	100.485190073108	1	92.6623419736944
Tex2	102.158828737339	1	1	1	217.599526588469
Tfdp1	48.6097511554274	1	1	1	103.1565812122
Tfrc	128.654124127653	828.693543124231	166.895978964039	1	1
Tgfa	1	1	1	1	55.4971978430342
Tgfb1i1	1	155.546968730629	1	1	1
Tgfbi	1	1	1	76.9635205932427	1
Tgfbr1	1	1	1	2036.2805961444	1
Tgfbr2	1	207.16585153255	1	77.4947468556283	1
Tgfbr3	1	451.909332757875	1	1	1
Tgif1	1	1	1	136.856419816921	1
Tgm2	1	38.8992899087959	1	1	1
Tgtp2	1	159.372151813347	1	1	1
Thbd	1	565.465256975844	1	1	1
Thrb	571.221677883176	1	276.543794976568	1	1
Thrsp	1	1	434.395947084651	200.4977832252	1
Thsd1	1	104.722532067263	1	1	1
Thsd7a	90.1501406529318	1	1	1	1
Thumpd3	53.3766063413727	1	1	234.63639631973	1
Thy1	82.7991303889276	1	1	1	1
Tiam1	49.6687264336517	136.515936087642	1	1	1
Tifab	1	1	1	145.565407951489	1
Timp3	1	1626.62399944371	680.20677301876	1	169.575320507727
Timp4	1	1	575.346024092905	1	291.213638941254
Tinagl1	1	40.6038795401887	1	1	1
Tiparp	26.2558283803523	1	208.678168270367	1	1
Tjap1	1	1	1	108.000967050327	1
Tlcd1	1	1	175.381269575973	1	1
Tln1	1	202.242256136847	1	485.637875289262	35.607377047562
Tlr3	1	1	296.710211212157	90.5795790811035	1
Tlr4	1	1	1	467.66576966847	1
Tlr5	1	1	1	45.6809559357607	1
Tlr7	1	1	1	64.25520664202	1
Tm4sf1	1	1115.27274237937	1	1	1
Tm6sf1	1	136.88959457617	1	156.265189719181	1
Tm7sf2	1	1	38.3531475211262	1	1
Tmbim1	1	65.0040626211902	69.7973532602102	1	374.366699421775
Tmcc3	1	1	1	90.3930572226892	357.493789428861
Tmeff1	41.1574142190912	1	1	1	285.777230236711
Tmeff2	109.361204607068	1	1	1	670.581782231721
Tmem119	1	1	1	1116.67923373118	1
Tmem123	1	277.738021815335	1	1	1
Tmem125	1	1	1	1	89.8046568967057
Tmem130	362.828979795276	1	1	1	1
Tmem132b	114.592555620555	1	1	1	257.946824144107
Tmem140	1	153.239495221119	1	167.299370853618	1
Tmem144	1	1	1	1	92.0627474253956
Tmem173	1	1	1	392.647843282588	1
Tmem179	70.2686670958652	1	1	1	1
Tmem2	1	103.066032300143	1	1	1
Tmem204	1	1376.54364019914	1	1	1
Tmem218	27.673791099717	1	117.875057552618	1	1
Tmem219	1	1	1	110.554650936459	29.9870777345603
Tmem229a	1	1	272.54942542202	1	191.669096640124
Tmem229b	1	1	1	113.554635206191	1
Tmem25	113.700546652609	1	1	1	1
Tmem35	89.066388201077	1	1	1	1
Tmem37	1	1	1	201.13867272399	1
Tmem38a	225.881469371645	1	89.0515843147694	1	1
Tmem39a	1	122.025018946808	146.940905787931	1	1
Tmem45a	1	116.617172412632	1	1	1
Tmem47	71.1288015685843	1	571.557471170512	1	1
Tmem55b	1	1	1	36.5271624544446	1
Tmem56	67.315020846381	1	147.988784126747	1	1
Tmem59l	464.750169809589	1	1	1	77.2094632178957
Tmem63a	1	1	1	200.704865415283	410.862638130525
Tmem64	1	87.6869427592326	1	1	1
Tmem65	76.5457237891386	1	1	1	1
Tmem88	1	85.522345099711	1	1	1
Tmem90b	94.0221476587714	1	1	1	1
Tmem97	51.7958538615526	1	116.182717332508	1	1
Tmem98	1	237.419528158794	1	1	248.651375070881
Tmsb10	133.666595703499	306.280646134576	1	29.0119804971099	1
Tnfaip3	1	1	1	175.279073423258	1
Tnfaip6	1	1	1	1	468.107951274357
Tnfaip8l2	1	1	1	231.951549804566	1
Tnfrsf19	1	420.770823506883	275.531114397344	1	1
Tnfrsf1b	1	1	1	133.241900326861	1
Tnik	78.2718207414022	1	270.890959802016	1	1
Tnni1	1	1	1	1	89.3370086941104
Tnpo3	79.850704402962	1	1	298.826693803746	1
Tnr	18.193755032134	1	1	1	273.554738432677
Tns1	1	232.032752572214	1	1	1
Toe1	1	1	1	1	54.1558464641612
Tollip	120.585020757512	1	1	1	109.959078545056
Tom1l1	1	1	262.216345247381	82.9316107951906	1
Tomm20	75.9789774903007	1	1	1	1
Tomm40l	81.3069664872456	1	1	1	1
Tomm70a	106.992250011629	1	1	1	1
Tpm2	1	33.8192989544264	1	1	1
Tpm4	1	765.713290920743	1	1	1
Tppp	346.930808584205	1	1	1	828.109536783777
Tppp3	1	1	1	1	94.853455468382
Tprn	1	1	1	1	82.3011597016325
Tpst2	1	1	1	34.9432150703483	1
Traf6	1	1	1	1	50.9903001256592
Trank1	120.649257864635	1	1	1	1
Trappc8	39.2538625149894	1	1	193.80001511028	1
Trem2	1	1	1	919.810024108145	1
Trf	1	218.225837013789	1	1285.61754606909	18639.1129471847
Tril	1	76.7966594331304	381.976274042678	1	121.452204900979
Trim13	1	1	1	1	56.3322126803986
Trim16	1	138.158773887163	1	1	1
Trim30d	1	1	1	110.702182939938	1
Trim32	221.424363255804	1	1	1	1
Trim35	52.0974442278176	1	1	1	97.1870119917224
Trim37	152.278106292639	1	1	1	1
Trim59	1	1	1	1	80.3580451538813
Trim65	1	1	1	68.2664755692998	1
Trim9	134.736490330942	1	258.744654498483	1	1
Trit1	1	1	1	84.1214143074153	1
Trnt1	121.323913471913	1	1	1	156.844712437829
Trp53inp1	1	1	94.3678027855561	1	1
Trpm3	1	1	60.414264169107	1	1
Trps1	1	1	174.891360963479	1	1
Trub2	1	1	1	1	79.0677271489333
Tsc22d4	1	1	66.031022913272	1	121.460498372249
Tsnax	95.2985720312027	1	1	1	1
Tspan2	1	43.7517743554271	1	1	1616.94936877677
Tspan4	1	201.250172303307	1	181.160415389393	1
Tspo	1	75.9794844712792	1	1	1
Tspyl4	596.251891756775	1	1	1	75.9861786454965
Tst	1	1	251.617516612154	1	1
Ttc30b	32.5056329352309	113.95573850993	1	1	1
Ttc39b	90.4573740068803	1	1	1	1
Ttll5	21.4950977765469	1	1	1	99.8434232817668
Ttll7	115.074976243331	1	1	1	233.664136075927
Ttyh1	64.4142375565718	51.4274768291681	1100.25972064574	1	147.059931003213
Ttyh2	1	463.828159900167	496.930248120029	1	2689.32838568211
Tuba1c	1	146.595015349926	1	1	1
Tuba4a	634.733231288418	1	315.857615499388	1	1
Tubb2b	1	1	181.136084286252	1	1
Tubb3	962.178657191462	1	1	1	190.804204937943
Tubb4a	1369.63629260587	83.9066233991673	1	1	7237.17273772565
Tubgcp5	57.7242617521521	111.519359937517	1	549.112622041586	1
Tulp3	1	1	63.4721997396334	1	1
Twsg1	1	88.5128711053667	1	1	1
Txlna	1	1	1	1	101.789426170394
Txndc16	101.034419646035	1	1	1	432.681037365062
Txndc5	1	1	61.3043211853981	1	1
Txnip	1	173.302871809442	1	1579.06234588725	1
Tyrobp	1	1	1	1923.02024503416	1
Tyw1	1	1	1	1	48.8685812425213
Uaca	1	68.095011994986	1	1	1
Ubash3b	34.3749854202676	1	1	213.361257239949	1
Ubfd1	106.631835866039	1	1	1	1
Ubxn8	31.2875226287512	1	1	1	95.7534686461682
Uchl1	196.464529238832	1	1	1	1
Uckl1	38.1165345538956	1	1	1	136.53749728252
Ucp2	1	339.173896793993	1	638.287797797306	1
Ugdh	1	1	1	1	248.580733806988
Ugp2	42.3001487002474	33.2283311326774	587.428199004667	1	38.0630731864556
Ugt1a6a	1	1	130.367262044057	1	1
Ugt8a	1	1	1	1	1158.28960672208
Unc45a	1	40.9695636818839	1	1	1
Unc50	34.9736954826084	1	1	1	123.159165924551
Unc5b	1	1	1	1	113.608913586366
Unc5c	31.7496462681452	1	376.267978638396	1	67.1144556194167
Unc5d	94.5826209798635	1	1	1	1
Unc80	247.512900160829	1	1	1	1
Unc93b1	1	1	1	655.01961515253	1
Urgcp	1	117.712118116461	1	1	1
Urm1	1	1	1	1	54.7177122003632
Uros	61.2167132272294	1	107.387751966975	1	1
Usp10	65.9804567626311	1	1	163.865237227966	1
Usp11	156.604716365069	1	1	1	1
Usp18	1	210.265086857622	1	1	1
Usp21	1	1	1	130.23082773962	1
Usp29	103.545136911621	1	1	1	1
Usp40	1	1	1	1	95.804609468802
Ust	1	1	1	1	69.8490153732096
Utp14b	1	1	110.959715892797	1	1
Utrn	82.6218648189103	1225.57811512206	45.755502742779	1	1
Vamp2	182.186066781205	1	1	1	1
Vamp5	1	69.4958524871232	1	1	1
Vamp8	1	90.0595463234268	1	433.569974126664	1
Vav1	1	1	1	217.810465676993	1
Vav3	1	1	70.1931897677585	1	1
Vcam1	1	641.597098694155	539.944120440128	1	1
Vcan	1	1	1	1	453.58337674567
Vegfa	1	1	56.1025928958025	1	1
Vim	1	370.071671154556	28.3312018076909	1	1
Vip	1176.42666070531	1	1	1	1
Vldlr	65.7067531105396	1	1	1	129.567558602469
Vps16	96.3044517461064	1	1	1	108.019135931613
Vps4b	27.6585596719607	1	1	140.581464385479	1
Vrk2	1	1	1	162.538721010359	1
Vsnl1	2242.47876325551	1	1	1	47.4116019879611
Vstm2a	418.763784204571	1	1	1	1
Vtn	1	5493.56602969807	1	1	1
Vwa1	1	155.872931522527	1	1	1
Vwa5a	1	82.1330780417732	1	315.678641332058	1
Vwf	1	148.361082894511	1	1	1
Wasf2	1	1	1	58.3879055548984	1
Wasf3	1	1	45.2274658485662	1	1
Wasl	80.2145762619015	1	1	1	1
Wdpcp	1	1	1	1	57.9349765182369
Wdr35	76.3828077917096	1	1	1	1
Wdr45l	70.7119547074083	1	1	1	180.439393390662
Wdr47	159.344314643486	1	1	1	1
Wdr7	114.222399034241	1	1	1	1
Wdr82	95.5778043625183	1	1	1	1
Wfdc1	1	193.881217134835	1	1	1
Whrn	1	1	1	103.353960596755	1
Wipf1	1	1	1	51.9396952064021	113.365010019349
Wnk2	18.7720116846218	1	87.2325937283004	1	1
Wnt3	1	1	1	1	59.4078483781423
Wrap53	1	1	1	1	86.088887037918
Wwp2	28.7433163435036	1	1	1	97.0826099021216
Wwtr1	1	109.566449460989	1	1	1
X1110008P14Rik	70.3840257239206	1	1	1	1
X1110028C15Rik	1	1	53.2665053820151	1	1
X1110034G24Rik	20.7017282111656	131.81365135598	1	1	1
X1500010J02Rik	1	1	1	353.140571242429	1
X1500031L02Rik	117.249671618586	1	1	1	1
X1600014C10Rik	41.1449152573889	1	1	218.445384374631	1
X1700017B05Rik	1	1	1	347.304854758356	1
X1700019G17Rik	1	1	224.513535967693	1	1
X1700020O03Rik	1	1	1	143.976546544641	1
X1700037H04Rik	98.1667416933684	1	1	1	1
X1700047M11Rik	1	1	1	1	93.3252324996427
X1700084C01Rik	1	1	44.13731624737	1	1
X1810011H11Rik	1	1	1	167.045960218428	1
X1810014B01Rik	1	1	78.588959026916	1	1
X1810041L15Rik	1	1	1	1	74.1708908794266
X1810055G02Rik	64.0933497412531	1	1	1	144.931851237589
X2010002N04Rik	1	1	329.337939546633	1	1
X2010111I01Rik	37.4092000900966	98.2290431737125	1	1	1
X2010321M09Rik	44.0668791390972	1	1	1	169.98259619718
X2210013O21Rik	63.2604307405271	138.605448983798	1	1	1
X2210016L21Rik	86.389460944668	1	1	1	1
X2310001A20Rik	63.220653938102	1	1	1	111.806300000669
X2310069G16Rik	1	1	36.8287064278249	1	1
X2500003M10Rik	28.7799667230474	1	1	1	81.7956525177489
X2610020C07Rik	1	1	1	90.3252516418926	1
X2610034M16Rik	1	1	50.7373707599072	1	1
X2610203C22Rik	1	1	1	59.1753614401985	1
X2810055G20Rik	1	1	138.042321884742	1	1
X2810468N07Rik	1	1	1	1	555.630159716056
X2900011O08Rik	550.365796301085	1	1	1	156.124247052016
X2900052N01Rik	1	1	84.7819415121689	1	1
X2900060B14Rik	1	1	1	52.9913976511754	1
X2900092D14Rik	121.713466436708	1	507.650850036727	1	254.585900516617
X3110035E14Rik	170.607411025382	1	1	1	205.133561220721
X3110082J24Rik	1	1	33.3917246936131	1	1
X3200002M19Rik	1	1	1	71.7076314442937	1
X3632451O06Rik	58.1580330451887	1	1	1	507.792772216563
X4632428N05Rik	1	1	1	1109.18628315856	1
X4833424O15Rik	62.2814704986942	1	1	1	125.59193374604
X4930420K17Rik	1	57.0154734258084	1	1	1
X4930444A02Rik	70.7420514253245	1	1	1	111.207377375374
X4930471M23Rik	27.9999670918759	1	84.602770012206	1	1
X4930480K15Rik	1	1	46.7200622490444	1	1
X4930523C07Rik	1	65.073027813846	1	1	1
X4931406P16Rik	1	289.391802837927	1	1	121.477970517506
X4931431C16Rik	1	1	1	45.7183250426363	1
X4933433P14Rik	127.767794017279	1	1	1	1
X5031410I06Rik	1	1	1	1	161.413863621145
X5031439G07Rik	1	1	1	1	60.2017130245651
X5430416O09Rik	1	105.32337459056	1	1	1
X5730419I09Rik	76.2973547596543	1	1	1	1
X5930403L14Rik	1	1	35.3671634561214	1	1
X6030446N20Rik	1	1	1	125.792837360924	1
X6330403K07Rik	175.394119672297	1	1	1	1
X6330439K17Rik	183.251916790372	1	1	1	1
X6330503K22Rik	32.8026715588273	1	1	1	341.480171705112
X6330527O06Rik	374.129716435478	1	1	1	1
X6430548M08Rik	122.035796205091	1	1	1	1
X6430704M03Rik	136.967624680764	1	1	1	1
X6430706D22Rik	34.7868247203282	212.40237060883	1	1	1
X8430408G22Rik	1	411.313179881678	1	1	1
X8430410K20Rik	120.086959304234	1	1	1	1
X8430427H17Rik	29.9751182885722	1	1	1	98.8607986608942
X9130023H24Rik	26.6927142810524	211.105524473363	1	1	1
X9430020K01Rik	47.8464354380122	682.767679910696	1	1	1
X9630013A20Rik	1	1	1	1	381.76831325544
Xdh	1	280.23448367974	1	1	1
Xlr	1	1	1	148.300804096444	1
Xrcc5	1	1	56.1122328521702	1	1
Yaf2	70.319543468426	1	1	1	1
Yipf6	48.4413580685876	1	1	1	107.271684482777
Ykt6	32.4395336923267	1	1	171.70055101542	1
Ywhag	246.312871018923	1	1	1	1
Ywhah	975.199048827216	1	1	276.734395874137	70.360966627076
Zbtb16	72.3117080875654	1	1	1	1
Zcchc12	587.457592787538	1	1	1	113.201155367829
Zcchc18	1591.80583304589	1	423.11472733019	1	403.22719320009
Zcchc24	1	1	109.759397497292	1	103.213422994901
Zcwpw1	1	1	1	1	88.1838654429779
Zdhhc14	1	1	1	107.7599193367	1
